match_id,losing_team,recovery_seconds,post_loss_tpr,is_hsv
DFL-MAT-J041VR,0,15.76,0.264387001650708,False
DFL-MAT-J041VR,1,14.84,0.5504289665166168,True
DFL-MAT-J041VR,1,7.52,,True
DFL-MAT-J041VR,0,3.16,0.5580302514398197,False
DFL-MAT-J041VR,1,35.72,0.5437109198314456,True
DFL-MAT-J041VR,0,37.56,0.42375528011818453,False
DFL-MAT-J041VR,1,53.6,0.3099048083486225,True
DFL-MAT-J041VR,0,36.48,0.250365615193975,False
DFL-MAT-J041VR,0,3.56,0.2698943627860666,False
DFL-MAT-J041VR,1,10.56,0.3253469217561517,True
DFL-MAT-J041VR,0,44.88,0.41350353700453785,False
DFL-MAT-J041VR,1,6.8,0.4041970414239845,True
DFL-MAT-J041VR,0,32.64,0.4611845435794677,False
DFL-MAT-J041VR,1,2.72,0.5431153711531151,True
DFL-MAT-J041VR,0,21.8,0.4369935377294211,False
DFL-MAT-J041VR,0,3.52,0.46513482156807484,False
DFL-MAT-J041VR,1,8.96,0.5128553760057755,True
DFL-MAT-J041VR,1,2.2,0.37055907786541625,True
DFL-MAT-J041VR,0,32.56,0.5415805485741343,False
DFL-MAT-J041VR,0,22.72,0.5850136582371657,False
DFL-MAT-J041VR,1,5.52,0.39506478207189405,True
DFL-MAT-J041VR,0,6.04,0.3632191448899622,False
DFL-MAT-J041VR,1,5.08,0.3379344599020188,True
DFL-MAT-J041VR,0,10.44,0.32027711289423083,False
DFL-MAT-J041VR,1,4.44,,True
DFL-MAT-J041VR,0,9.92,0.3547093524108365,False
DFL-MAT-J041VR,1,38.08,0.5218273231364197,True
DFL-MAT-J041VR,0,7.08,0.35802926449306316,False
DFL-MAT-J041VR,1,29.0,0.5137855201478315,True
DFL-MAT-J041VR,0,36.12,0.4115315682146133,False
